povrate60,mort_related_post,mort_injury_post,mort_related_pre
-41.251217,1.1169441,12.286385,4.187254
-34.403179,0,0,15.518312
-39.919876,0,0,7.773632
-28.073965,0,40.963459,0
-30.137167,0,30.883261,19.607843
-35.282619,0,13.330667,0
-38.447163,0,40.09623,0
-43.870987,11.82872,7.8858132,13.051423
-26.634459,0,8.9790783,12.354831
-25.441996,0,11.206993,0
-42.782688,0,13.828581,3.9796243
-30.478237,0,78.585464,0
-21.973883,0,92.42144,0
-28.898912,0,27.338837,0
-34.527058,0,35.829453,0
-32.497921,0,0,0
-34.656101,0,14.448779,0
-32.832001,0,11.531365,0
-21.808355,0,46.468403,0
-29.657116,0,0,58.47953
-37.687195,3.5950532,10.78516,4.6961584
-31.038774,0,19.68504,17.265194
-34.245659,0,61.938683,0
-37.360287,0,31.997952,8.1103001
-30.447874,0,0,17.271156
-40.706585,0,9.7763653,0
-30.615677,32.061558,0,0
-22.004503,0,0,0
-36.445915,0,5.0448995,0
-37.679905,0,0,0
-37.482143,4.095675,24.574049,0
-41.293552,0,19.176374,14.318442
-32.103737,0,5.7524161,18.653236
-32.624916,4.1816511,25.089905,12.46106
-35.538555,0,30.321407,0
-35.345661,0,0,0
-30.089186,0,0,0
-34.252876,0,32.097576,16.903313
-40.817856,0,0,0
-42.14196,0,36.363636,0
-42.84127,0,17.181393,0
-37.974182,0,56.465275,0
-28.42691,0,20.441538,17.806269
-33.447643,0,40.141296,0
-25.954432,0,0,0
-42.970894,0,0,0
-37.591152,0,28.579594,0
-43.161289,34.352455,34.352455,0
-27.443121,0,14.519407,0
-37.073612,0,48.685493,0
-39.144375,1.9624389,11.774633,10.250102
-33.471043,0,0,0
-28.326731,0,0,0
-40.880081,0,0,0
-33.37925,3.8939295,27.257505,7.1932096
-40.810406,0,5.0233588,0
-38.664944,0,31.642231,21.843599
-27.589205,0,0,0
-35.507538,0,0,0
-35.693661,0,5.6908717,9.1625433
-33.323002,16.903313,0,18.747656
-32.616543,0,21.091326,0
-27.55068,0,45.341194,23.640661
-21.691435,10.705492,10.705492,11.655012
-30.642317,0,6.6502628,9.1124477
-30.878372,0,0,0
-32.638889,0,41.511002,22.104332
-29.858068,0,7.8920369,13.312034
-30.087561,0,26.021338,0
-34.760529,0,23.228804,0
-40.172676,0,34.002041,19.069412
-34.405392,0,0,0
-31.322847,0,8.5418978,28.392958
-41.125813,0,0,12.840267
-37.705917,0,30.165913,0
-41.641472,0,15.395273,5.4007344
-26.718351,0,19.755037,0
-42.174976,0,0,0
-36.27663,0,11.630882,9.6506462
-38.782787,0,0,0
-36.438488,31.725889,31.725889,0
-40.925762,0,0,13.774105
-43.816578,2.4053495,14.432097,6.1050062
-39.747215,0,53.153793,28.105677
-43.588459,5.5179372,16.553812,2.3490722
-26.512888,0,0,0
-39.975437,43.699928,0,0
-27.676384,0,24.026911,0
-36.194416,0,26.04845,0
-41.246017,0,0,0
-40.914001,5.1114292,5.1114292,6.3661828
-41.234016,0,14.232849,0
-35.8312,0,0,25.799793
-27.304909,19.346102,0,0
-36.03257,0,0,0
-21.813875,0,0,0
-30.765968,0,0,0
-30.922859,0,22.691174,0
-26.786528,0,68.941742,36.231884
-42.540081,2.5461814,16.550179,2.4688919
.26380399,0,8.4602365,11.096316
-5.6837897,0,9.1979399,0
-25.46612,0,27.568462,0
-20.230089,0,14.810427,0
-11.959569,0,21.321203,12.094824
-1.2974181,0,11.453442,18.294914
5.5630136,0,29.143473,12.388503
-20.275076,6.0463147,24.185259,8.9895725
-31.388548,0,22.275188,3.1129375
-21.910715,0,19.328341,8.7077675
-21.452497,0,0,0
15.339801,0,47.858341,0
-9.2155466,6.982265,20.946795,0
-30.042002,0,10.820871,0
-1.2489829,0,21.762785,16.93767
-16.885477,0,57.438255,13.706141
-24.007093,0,37.119526,21.340162
-43.714485,3.9609711,21.125179,3.6493688
-21.041441,22.614202,22.614202,0
-19.684763,0,24.242424,22.075056
-5.1869178,8.5719185,17.143837,0
5.3713861,0,53.565964,0
-20.309278,1.6654453,18.319899,15.788809
-24.608088,0,19.525911,15.339776
16.746241,4.1327438,33.061951,41.181316
8.1560469,0,61.637081,17.397356
-9.6827173,0,27.777779,0
3.7299485,0,51.87619,42.24757
-30.955637,3.8520305,23.112185,4.1015544
1.8514276,0,34.81086,0
1.2545609,0,0,0
-2.7860541,7.2960749,14.59215,0
-35.228104,1.8988664,17.722754,6.528779
-8.8672075,0,36.849377,0
1.1709924,8.8284626,19.864042,9.4428711
-37.551521,5.7967653,17.390297,0
-13.295697,13.551971,67.759857,14.723204
-22.922644,0,23.775558,0
-17.012011,0,22.489599,0
-28.156668,0,8.4580898,0
-25.098444,3.8955979,15.582392,6.2680206
-5.1371551,0,11.474469,0
-16.476183,0,0,0
-22.126989,0,13.959462,9.4643192
-11.414865,12.9887,51.9548,0
-26.261305,0,18.771749,11.458692
-4.5318351,0,33.910622,10.725011
-25.663301,0,31.01737,13.144059
-6.4796424,0,7.6010947,0
-25.642008,0,5.6952472,9.2030182
-19.820021,0,9.6404123,0
-14.764874,0,0,0
-21.950998,2.536912,15.221473,8.8628912
13.120135,0,17.283096,0
-39.808189,2.1899569,12.802825,5.4404812
-21.313047,0,8.8343124,0
.81885386,0,4.6507301,0
-43.247017,3.2601697,13.855721,7.7435341
17.047899,0,16.586498,0
13.316722,0,17.028233,16.857721
-19.068022,0,20.614305,0
.15009166,0,14.519267,0
7.1791329,0,39.120571,0
10.547656,0,15.085232,18.917896
21.899614,0,32.032803,10.449321
2.8544259,0,16.661114,8.9055128
-7.239778,6.8653026,6.8653026,0
-8.178586,5.91471,41.402969,9.5238094
-13.847436,0,65.789474,0
-13.561975,4.9164209,9.8328419,8.4602365
-22.183474,29.308323,29.308323,0
-31.749359,4.0698385,18.314274,0
19.739,0,12.612726,0
-16.506174,11.42596,68.555756,18.335167
-13.837476,2.6114433,15.66866,0
17.463305,0,21.228418,0
-12.899858,5.9858732,29.929367,0
-29.590393,0,10.936731,9.4161959
10.926082,0,13.48254,0
-22.541113,0,6.5980468,8.9895725
-29.674791,3.8550501,11.56515,6.2492189
3.623549,20.53388,0,37.537537
-22.286886,0,12.649422,0
-1.0311179,0,0,0
4.0636277,0,28.782499,0
-15.169919,0,21.734406,11.307101
5.0946832,0,17.61804,0
-14.77123,3.6411302,14.564521,0
-20.272478,0,27.247957,11.841326
-12.748376,0,15.840329,26.795284
-8.8610163,5.1690273,10.338055,0
-31.675716,0,17.374685,0
-19.735693,0,13.627691,0
15.65301,0,19.908421,0
-26.954027,0,9.8629055,0
2.2582841,0,15.07568,14.196479
.59630442,0,16.500393,13.562737
-.40246722,0,28.810141,20.601566
-.65535879,0,20.96546,4.5649595
-4.7144752,0,0,243.90244
8.6445112,0,36.384808,0
-7.5165458,7.2103252,21.630976,0
5.3646188,0,8.7588682,13.900473
-25.403349,0,32.465775,0
-26.687288,0,10.925977,9.17768
-12.598168,0,15.344483,15.028554
-21.545286,0,54.525627,54.734539
-22.52136,0,6.037189,10.501995
-4.859201,20.663292,10.331646,0
-3.351995,0,26.532236,0
-24.924208,17.385258,17.385258,0
-20.184793,6.8380742,34.190372,0
-19.337229,0,18.171576,3.8464496
-15.46919,10.279605,10.279605,0
12.79761,0,6.7874837,9.7465887
-16.545919,0,16.31987,12.336541
4.9641137,0,28.295547,6.1797056
17.583742,0,34.794712,0
-28.887564,6.2648792,12.529758,13.495276
-6.9806762,5.4301591,16.290478,5.4869685
-11.060536,0,19.015926,6.7558436
-15.795026,3.903734,35.133606,4.5837917
3.2741075,8.491127,25.473381,14.343086
.4805589,0,35.476269,3.6200407
-10.349282,0,14.375045,0
-.49115893,0,34.520851,9.3161917
-25.974173,2.5663729,19.247797,2.3404953
-23.739782,3.4941669,17.470835,6.9719095
-31.713861,1.3040529,20.864847,3.7065866
1.5770211,0,54.424732,0
-25.315062,11.721955,23.443911,0
6.4899011,0,35.063114,23.036167
-6.3606086,6.6666665,33.333332,17.024174
-7.8990607,4.2611217,21.305607,5.7870369
1.2768312,4.4361634,17.744654,5.9333096
-32.839439,2.514719,20.432091,4.8382807
11.486278,0,14.387454,16.436554
2.0957856,0,29.857876,8.9461441
3.3212609,2.9964342,20.97504,4.3391476
4.3849397,0,12.724265,9.8590164
-1.3281341,0,6.5376568,0
-21.923536,4.5813417,30.542278,12.950013
-5.1618133,3.1816735,41.361755,17.438313
-13.732923,0,6.8119893,19.853086
-39.644947,1.213124,16.741112,5.4361615
-15.106408,0,28.837835,8.6602583
-23.159414,1.4915578,20.13603,9.6190844
-23.508154,1.2263919,26.980623,9.5854301
-13.713399,6.9812903,6.9812903,0
-13.095086,0,37.116768,12.517211
-17.358767,0,17.828489,4.9005194
6.2216058,5.8889346,11.777869,0
-6.4635367,5.9340138,17.802042,14.86105
2.1980653,0,17.229002,8.1142483
-27.949791,2.4904895,23.244568,6.9964862
-20.762617,4.6749363,24.153837,4.1125183
-25.860746,0,32.911579,16.313213
3.2436929,0,21.388544,5.4573236
-16.430731,4.0930595,18.009462,1.3033051
4.7441354,0,20.879005,0
1.764647,4.6146746,4.6146746,0
-3.6141639,0,27.351051,8.1182013
-42.43108,1.743588,24.410231,0
-25.830072,2.6796002,32.155201,5.5741358
5.1991296,0,29.354208,0
-7.1587501,4.5909467,18.363787,0
-11.086274,0,12.044565,6.6242714
2.5766206,5.8616648,19.929661,10.898335
1.6778665,0,28.924026,0
-21.207037,4.4304638,16.245033,5.3607807
-16.251661,2.0152352,24.182821,6.953136
-5.550653,1.3254514,26.509026,9.2876377
7.5029016,11.614402,34.843204,19.470406
-24.800447,5.1193838,20.477535,12.202562
-6.7908721,5.6417489,50.775742,8.1539469
-15.322877,2.2053149,19.847834,7.7827067
-4.398973,7.1488142,35.744072,8.1819668
-15.801362,4.9653664,17.378782,3.0485947
-19.827272,0,24.895576,7.5159717
-13.515325,5.0655994,25.327997,16.363934
-.69389105,0,24.203308,0
5.8915277,0,84.949738,0
-3.3758254,6.6089487,6.6089487,9.5620575
-39.944683,2.3199704,15.079807,1.9194595
-22.209723,0,20.430401,6.4077921
-42.173199,.57644862,15.564113,9.4124737
-33.857338,4.320961,8.641922,16.017941
-30.608017,0,18.760553,0
-38.357239,1.0924187,15.29386,14.971181
-31.358923,0,22.631262,0
-27.722698,0,34.211426,0
-37.974682,2.4454062,4.8908124,0
-38.638718,3.5283012,14.113206,6.4785299
-34.60672,0,40.325291,0
-37.740765,0,0,0
-33.784603,0,30.800577,8.2528677
-28.718872,0,16.286646,0
-19.229025,0,31.255426,5.206706
-38.700787,2.5334628,16.889751,16.852039
-36.531223,0,21.810251,4.3021855
-36.032223,2.1361327,25.17585,7.214767
-21.933859,3.2727869,29.455082,7.5414782
-24.902948,5.214036,26.070181,8.4774504
-39.737522,3.8420656,14.087573,0
-37.001469,1.8130722,19.943794,6.5863137
-30.011589,2.7142565,18.999796,11.831519
-19.787558,4.3773255,30.641277,6.0299082
-35.731647,0,9.2602119,2.3613865
-15.778207,0,17.188038,0
-41.164162,1.4828105,14.086699,7.9214196
-42.953053,1.0045304,5.0226521,8.1719379
-26.510496,0,67.762154,0
-22.465658,0,22.308979,9.7751713
-25.793982,1.7048264,30.686874,10.252204
-14.974412,7.0190215,35.095108,8.8511238
-27.252848,0,5.8469276,0
-36.481174,2.2518973,9.0075893,7.6593137
-31.937916,0,16.514595,0
-19.037371,4.5226359,9.0452719,0
-41.488914,3.0868328,12.34733,2.5013757
-42.545521,.7640723,11.970466,7.35957
-34.849216,0,33.528919,0
-43.498741,0,0,0
-41.927448,3.3918772,18.090012,4.7559409
-29.854218,0,15.35155,0
-30.823715,0,13.019138,0
-42.170742,2.6446631,10.578652,7.2025352
-41.635715,0,13.614241,4.8933253
-25.800398,0,28.812216,0
-29.672049,0,8.1129322,0
-27.640669,0,54.061359,0
-41.940598,0,24.524229,0
-32.671925,11.520738,34.56221,0
-39.841515,2.7254641,16.352783,9.0383224
-38.860943,6.7657471,36.083984,7.951654
-33.981998,0,23.408239,0
-26.637861,0,27.332859,10.04016
-36.401264,3.5450935,10.635281,4.5812716
-27.770796,0,21.049309,13.113034
-42.257454,0,21.084814,3.4911325
-28.79006,13.340448,26.680897,0
-35.89674,2.8280542,33.936653,0
-35.809498,0,10.136847,0
-31.869444,0,35.059601,0
-35.176628,12.380835,30.952085,0
-33.341141,0,40.045383,6.9939852
-39.129662,2.2900589,22.900589,4.7605448
-39.317062,0,2.6381047,12.153622
-37.607128,0,32.510635,0
-29.962946,0,15.266593,5.5797343
-28.343174,3.0469227,24.375381,0
-39.315742,2.0932765,18.839487,13.982103
-33.642014,0,4.1089697,0
-37.664047,0,10.957704,0
-36.897293,0,20.337605,8.6065922
-22.148378,10.674637,21.349274,0
-28.426075,0,0,0
-15.656175,0,34.135517,33.806625
-39.543987,0,14.171733,0
-26.59849,0,8.6080742,0
-42.313339,0,12.979657,5.6376143
-41.845837,1.1108519,14.441075,3.7411149
-29.909973,0,36.363636,0
-29.930576,11.730206,11.730206,0
-39.954971,0,37.899296,8.698678
-39.078976,0,11.432117,5.6902242
-40.159428,0,18.938498,14.749263
-30.271307,0,12.115338,0
-30.241768,0,37.268238,0
-24.916006,11.487651,22.975302,0
-43.190166,.75223035,20.310221,6.7123103
-35.833809,0,22.801376,4.3256335
-25.894129,0,0,0
-43.986614,2.073384,22.807224,8.2453823
-33.103554,0,19.349846,0
-34.683289,0,39.988003,17.979145
-23.034159,7.6728306,23.018492,0
-33.777412,0,10.29654,0
-29.299826,0,41.212833,11.307101
-28.857937,0,44.150112,0
-32.168221,0,21.119324,20.032051
-34.058388,0,24.46184,0
-32.414692,0,29.019152,0
-43.128258,2.2295847,19.620346,5.1162858
-39.163013,0,21.729851,4.0936632
-41.971119,0,25.584507,7.4738417
-34.991013,0,27.380007,4.5977011
-28.733646,13.078734,13.078734,0
-43.91674,0,20.742872,0
-38.18647,3.5847433,21.508459,6.7394528
-38.524307,1.6138924,19.366709,6.3722677
-42.705051,1.9447379,17.687855,4.7772055
-35.73315,0,27.01729,8.4090147
-16.710878,0,50.291691,13.854253
-22.755919,0,11.293055,5.876822
-20.15074,3.859067,15.436268,6.3492064
-29.36149,4.1690989,12.507296,0
-13.164292,0,32.819168,0
-35.450405,0,10.834236,3.7169194
-31.800497,0,8.2784882,11.208249
-43.814354,0,22.209061,0
-38.632751,0,17.561832,0
-17.222628,6.3047729,25.219091,18.779343
-27.50893,0,65.412918,0
-38.187172,0,8.5346079,0
-43.602436,0,8.087779,0
-19.648993,0,12.727504,17.470301
-43.105724,0,0,0
-28.500669,8.0405245,8.0405245,0
-35.85527,11.941725,32.839741,4.6541934
-32.165054,0,14.934289,0
-24.706308,0,18.534822,14.118312
-29.532822,0,0,6.2305298
-27.857286,0,5.3602057,6.6242714
-37.05888,3.2889328,19.733597,7.9421811
-37.521065,0,9.2336102,4.6360688
-21.128435,0,0,18.35536
-30.048233,0,17.77146,24.533857
-21.196432,0,55.627666,0
-34.606945,0,17.500109,23.557125
-29.881132,0,24.631889,3.478019
-24.87974,0,8.6132641,9.1979399
-28.604948,0,46.87793,0
-32.315586,0,13.82361,25.491995
-32.865891,0,18.181818,0
-43.402782,0,51.390762,0
-17.521387,0,0,0
-24.747747,0,30.030029,0
-30.737858,0,0,7.6207895
-17.918417,0,59.092922,0
-27.817499,9.4562645,23.640661,0
-34.350536,0,22.460974,0
-15.743482,0,17.534632,0
-30.97146,0,49.858734,0
-32.887558,0,4.8595586,0
-22.977095,0,16.249594,0
-29.392048,0,19.314962,21.190929
-20.327784,0,28.731504,9.6899223
-25.605654,0,20.631319,18.224895
-38.44957,0,0,14.480163
-27.219049,0,26.518166,0
-30.180782,0,13.020833,0
-26.35824,0,23.275059,0
-34.8634,0,7.80762,0
-24.888777,6.0117831,60.117832,0
-24.562483,0,10.213461,0
-36.768261,0,26.674669,0
-23.969774,0,0,12.588117
-32.507359,0,39.00156,0
-24.818419,11.785503,23.571007,0
-26.349314,5.8230944,17.469284,6.3467884
-36.678719,0,18.982021,0
-34.95145,0,10.41016,0
-24.995161,8.6415482,34.566193,12.059816
-41.242828,1.7011142,22.114485,7.2785983
-36.747334,0,29.680365,0
-38.401321,0,10.40691,0
-28.692837,0,7.335681,0
-29.80113,3.144819,10.48273,3.394433
-40.194447,0,11.577201,0
-22.585897,0,11.934598,0
-23.322714,0,0,0
-13.446031,4.4909506,22.454754,12.712942
-17.090437,0,0,18.939394
-33.204258,0,18.041857,0
-23.074614,7.9541841,0,12.138868
-33.757149,0,25.759918,0
-28.353107,0,30.627871,0
-30.693037,0,40.827435,0
-36.090183,0,8.2336149,0
-33.155861,1.7642285,10.585371,0
-20.541712,0,18.68635,0
-14.267507,2.7362776,21.890221,3.394433
-8.968545,0,3.540199,6.7285695
5.2792306,0,55.564377,0
2.0220017,0,27.981421,0
13.727542,0,0,0
12.804149,0,34.85471,10.964912
-.45370623,0,14.124293,9.3005953
19.032709,0,31.749392,0
-2.4333243,5.6782694,22.713078,9.1675835
9.109828,0,36.873158,18.436579
14.683658,0,36.920803,0
6.5398126,0,31.895891,8.6355782
-2.3591475,0,14.822134,14.214641
5.4860253,0,24.4846,16.048788
3.9816537,4.0489106,44.538021,25.720165
-.4350104,6.6220779,26.488312,10.339123
7.6812615,0,21.530071,5.079752
-19.379118,3.5947301,16.176285,14.896914
-1.2604651,0,26.588673,0
-13.074975,0,42.868515,13.175231
11.344531,10.206164,40.824657,16.989466
-3.4125991,9.610302,19.220604,14.967819
-9.8986979,4.7174263,51.891689,0
-25.983217,4.2365403,25.419241,3.9404209
-22.498888,2.231097,25.434505,6.788559
14.26147,0,45.465816,19.069412
17.781435,6.3669934,38.201962,12.322859
22.371874,0,0,38.85004
-10.181886,0,17.634611,0
-31.65517,2.4558358,13.916404,7.4593468
2.7720132,5.8251295,5.8251295,8.2467422
20.638544,10.563008,63.378052,12.4471
7.7194924,0,48.587494,0
-19.776957,14.683479,14.683479,22.569967
15.679034,0,38.218994,11.238481
-5.5151763,4.5772877,22.886438,0
-11.742768,0,22.908459,10.642827
-17.022619,0,29.99143,8.99928
-.73536444,0,72.219551,13.650014
6.2905984,5.8213997,46.571198,7.5414782
-16.252653,0,36.343464,19.709871
4.9462075,2.2936306,41.285351,13.331201
-11.133569,3.4867504,24.407253,0
-14.068849,0,23.610178,15.64064
8.3865309,7.257421,36.287102,18.630301
-5.6484199,0,28.550453,18.32173
14.078303,3.3575075,50.36261,4.9397354
-9.5989084,0,16.639858,4.4115052
3.2144914,0,16.873365,0
-.86820364,4.2859592,17.143837,14.064697
-2.7723212,0,0,31.58061
14.800197,0,6.9098949,7.5517292
-2.8906569,0,28.63381,5.7850285
10.099452,3.477535,20.865211,4.6168051
-12.890626,0,31.055901,18.545994
.69927073,0,20.108587,0
-6.1199584,0,46.339203,7.7160492
.94308329,0,10.840109,9.6172342
.067602657,4.6908717,23.454357,0
14.41949,13.031863,32.579659,11.18193
-16.139162,1.6098912,14.48902,0
1.6495156,4.1821756,25.093054,6.6269054
13.172351,0,30.556122,10.801469
-1.0954413,8.8806,31.082102,6.9357748
-.25745913,0,48.624619,0
-9.6331835,23.04413,23.04413,22.311468
11.913104,10.471204,28.795811,10.617402
16.64123,0,51.440331,5.0035024
8.864749,0,19.818659,7.1777205
-3.9864707,0,0,10.528532
-5.585546,0,20.875374,0
18.615274,7.837605,86.213654,21.150593
-.48635623,0,31.559015,0
.44848493,0,22.436617,10.262726
-11.916089,3.9895475,17.952963,0
-4.1079345,1.2162639,20.676485,14.340344
1.9472566,0,41.893589,8.644537
5.9344811,0,48.608578,30.248034
11.47037,10.332713,30.99814,9.1474571
-2.6572242,0,36.110394,14.263301
.66981745,0,68.475563,23.573786
2.8351693,7.233273,39.783001,4.1295013
-24.585672,0,6.2313061,0
-26.92235,0,8.4559441,0
-25.313452,0,42.235676,0
-34.506992,0,22.78631,0
-16.935957,0,22.625713,10.224949
-19.492788,0,12.262416,17.379215
-25.275244,0,16.198267,0
-20.648394,0,38.814854,23.116043
-7.7190452,0,24.943876,18.315018
-37.367134,1.5274872,16.802359,3.8322985
-40.334984,0,13.862127,6.195787
-9.6125727,3.2362459,22.653721,19.323671
-19.1984,0,30.830893,0
-31.95801,0,43.616177,0
-17.569643,0,24.252224,0
-32.006767,2.401191,14.407146,8.0886517
-23.54954,0,0,0
-2.8308158,0,0,0
-33.803535,2.0414412,16.33153,5.577867
-18.347197,0,0,0
-20.1984,0,12.879959,0
-22.108507,5.2064352,20.825741,0
-24.454012,0,14.367816,0
-27.499794,0,22.109219,0
-39.546108,0,16.106024,8.8723269
-29.958479,8.966197,8.966197,0
-20.983725,0,13.003056,27.708506
-10.571252,0,19.833399,0
-10.512815,0,65.238663,0
-18.932867,0,27.612867,0
-22.810442,0,0,0
-15.99569,0,17.236921,0
-4.5493484,0,21.290186,0
-7.6524978,0,18.123604,3.9215686
-37.049526,1.5323322,15.323322,7.3762631
-27.242739,0,22.024006,15.948963
-18.618689,0,17.292063,0
-34.654427,2.1586616,17.988848,7.096426
-23.369829,0,21.450022,0
-13.778684,0,14.808233,16.886187
-25.692148,6.570734,19.712202,10.37775
-9.0853815,26.136957,26.136957,0
-23.573881,0,0,0
-23.576406,0,27.723869,17.692852
-13.870313,4.3127613,34.50209,7.558579
-13.353997,0,9.9770527,0
-42.438869,1.5272918,21.191174,8.6439581
-29.901882,9.8850517,16.945801,13.598042
-42.990879,4.2934422,13.595901,6.0175714
-30.128988,3.6591167,14.636467,6.8587108
-22.575895,22.271715,22.271715,0
-17.055052,0,4.9448647,8.9895725
-31.727989,0,4.2263641,0
-25.22275,4.3146224,17.25849,16.323866
-28.278654,0,11.097548,0
-28.972866,5.5063047,27.531523,0
-23.544519,0,9.305788,0
-22.653135,8.1446486,16.289297,0
-8.8642664,7.8585463,39.292732,0
-23.838068,7.9706678,7.9706678,12.751849
-21.061701,0,51.007397,0
-16.68685,0,0,0
-32.009903,12.626795,29.462519,6.0960741
-17.450148,0,32.840721,0
-21.252619,0,13.248543,0
-3.043241,6.6146317,19.843895,6.979341
-22.370131,0,9.9601593,0
-19.115641,0,0,0
-23.222414,0,0,0
-18.785872,0,40.895615,0
3.3966165,0,17.295801,8.8347025
-27.2507,3.0351777,21.246244,0
-21.61841,0,26.253611,16.886187
-7.2669425,0,0,0
-22.057623,0,9.2833271,0
-6.8091216,0,17.391304,0
3.7794938,0,24.307243,10.656437
-22.710249,7.1797819,7.1797819,0
-30.931658,7.1976104,14.395221,5.125051
-26.616796,0,12.197105,14.86105
-23.730509,6.4821415,25.928566,32.341526
-15.269883,7.0219789,14.043958,0
-25.559973,0,35.387791,5.1888752
-7.6352172,0,43.754101,0
-31.084654,0,41.841003,0
-28.619133,0,26.683744,8.716876
-33.565388,5.4585152,5.4585152,0
-9.3149042,0,0,0
-1.7543235,0,0,0
-11.36929,0,0,0
-29.675205,5.8043361,17.413008,0
-34.598785,3.49406,23.920874,5.5527792
-33.075684,7.6704764,15.340953,11.392117
-31.527563,5.3607807,10.721561,0
-12.267426,0,25.947067,0
-24.747087,0,45.589241,0
-21.43717,0,19.789104,0
-2.908361,14.198495,28.39699,24.654833
-24.998098,0,70.089363,0
-10.973035,0,22.088709,0
-16.50123,19.629011,9.8145056,22.522522
-19.555956,0,38.940811,24.050024
-12.514829,0,16.730801,19.290123
-16.185675,0,42.311413,9.8270445
-25.885279,0,20.438751,10.943314
-33.023273,0,25.337837,40.209087
-13.245988,0,46.024624,0
.8937211,0,59.02491,20.525452
-11.542832,11.115434,5.5577168,0
-18.221048,47.147572,0,0
-10.516328,0,61.110687,12.531328
-38.753483,0,14.814815,0
-24.579222,0,33.011471,13.269639
-24.546442,0,28.872528,0
-34.900753,0,0,0
-35.952576,0,31.862354,0
-31.607889,0,0,0
-40.728424,0,19.904459,0
-38.875519,0,0,11.399909
-29.206442,0,0,0
-39.180218,0,9.116601,0
-39.219242,8.8237886,35.295155,8.2508249
-36.405945,0,80.949814,34.013607
-35.479893,0,36.852772,0
-42.187168,2.2628529,22.628531,8.5711832
-40.874355,0,19.976028,6.5104165
-27.178934,0,0,0
-22.752722,18.24651,72.986038,0
-26.259363,0,115.74074,0
-42.658791,0,40.933277,0
-33.467056,0,46.685341,0
-37.149403,0,0,0
-28.686241,0,48.079811,11.215792
-43.311302,0,49.751244,0
-43.49427,0,39.908779,10.541851
-26.547266,0,36.337208,0
-32.166634,0,161.17891,0
-35.421333,0,0,0
-37.42136,0,54.899807,0
-42.827084,0,9.6730509,0
-37.03743,0,0,0
-31.751627,0,43.187218,0
-34.729877,0,62.607605,0
-37.928688,0,0,0
-42.412575,0,16.380016,0
-28.477266,0,126.26263,0
-29.340427,0,55.561729,0
-32.730297,0,18.737118,0
-21.827311,9.1407681,63.985374,0
-25.118212,0,18.331806,22.768671
-40.70681,0,63.411541,0
-36.006306,0,0,0
-38.704082,2.8733156,20.113209,0
-31.461882,0,0,0
-38.33984,0,108.28371,0
-34.218674,0,98.328415,0
-39.203213,8.7298126,43.649063,0
-37.643631,0,0,0
-23.493032,0,0,0
-40.966805,0,8.5269661,12.033694
-18.992826,0,0,0
-40.495533,0,215.05376,0
-22.997683,0,0,0
-21.78396,0,16.347883,0
-39.371559,9.1457834,27.437351,0
-10.606416,0,0,0
-29.681688,28.801844,0,0
-32.05827,3.6559062,25.591343,0
-29.116236,0,14.985764,0
-22.822973,0,52.973118,0
-34.352249,5.2862506,15.858751,0
-18.259047,0,0,0
-33.339447,0,0,0
-35.341469,0,17.073587,19.245573
-27.404922,0,0,0
-26.233503,0,0,0
-26.223013,9.4428711,0,12.103607
-25.758497,0,17.758835,10.156408
-39.55381,0,12.00048,0
-33.918449,0,0,0
-33.982704,5.1200657,30.720394,7.8173857
-42.284821,0,0,0
-27.083815,0,16.160311,0
-39.86837,0,6.6992698,4.8890195
-26.687315,0,48.007683,0
-27.617779,0,32.144005,0
-21.842936,33.014194,0,0
-29.438654,0,0,0
-28.730053,0,0,0
-31.81279,10.930754,10.930754,0
-33.524681,0,50.327126,0
-25.055647,0,0,0
-32.880493,0,0,0
-37.480251,0,0,0
-12.993485,0,33.200531,0
-37.040237,0,15.935166,4.192872
-35.547661,0,12.147717,0
-29.68465,0,30.816641,0
-29.799259,0,0,0
-35.47271,0,180.61409,0
-18.673769,0,0,0
-38.978432,0,0,135.50136
-21.310396,0,15.797789,0
-30.713186,29.459419,14.72971,0
-16.792742,0,26.028111,0
-37.706051,0,36.317413,0
-37.304688,0,36.733196,0
-22.363039,0,0,0
-21.961432,0,32.923618,12.156577
-38.382542,0,24.435688,5.2427387
-36.189548,0,0,0
-28.329956,0,0,0
-40.538742,0,0,0
-35.743832,8.0314837,20.078709,6.7421789
-24.801798,12.354831,37.064491,0
-33.480835,0,0,0
-21.848127,0,0,0
-23.529181,0,0,20.300447
-30.692736,0,0,0
-32.150734,0,0,0
-15.938687,0,0,0
-36.11974,0,35.33569,0
-38.43428,12.503126,12.503126,0
-18.828585,0,44.411549,0
-35.532177,0,21.968365,22.691174
-29.931799,0,0,0
-39.356106,0,0,0
-28.990824,0,23.551579,0
-28.249662,0,0,0
-30.464191,10.665529,42.662117,0
-30.89748,0,25.654182,0
-35.95026,2.9090064,20.363045,4.2647562
-24.922392,0,17.129154,12.635836
-36.048534,0,15.855399,0
-20.255831,0,0,0
-38.770309,0,0,0
-21.086336,0,15.573898,25.4842
-23.738104,0,36.297642,38.580246
-30.546186,0,0,0
-17.154203,0,56.625141,0
-23.011572,0,22.799818,0
-36.189774,0,29.570488,0
-30.463636,15.12173,15.12173,0
-26.690462,0,0,0
-30.497742,0,0,0
-34.265564,0,16.06942,0
-41.539719,0,18.256504,0
-29.874077,0,0,0
-43.239651,13.444474,13.444474,30.807148
